School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
"MIDDLE SCHL MEDIA, LAW AND FINE ARTS - K",K,18,FY19 RESO A MEDIA CENTER UPGRADE / PATH OF TRAVEL RESO A MEDIA CENTER UPGRADE,"253,537",CIP,K232,905 WINTHROP STREET,Brooklyn,10467,BROOKLYN,40.65843,-73.929076,317,41,880,3099733,3046060025,Prospect Lefferts Gardens-Wingate,"(40.65843, -73.929076)",11/09/2021
THE LONGWOOD ACADEMY OF DISCOVERY - X,X,8,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"42,000",CIP,X060,888 REV. J.A. POLITE AVENUE,Bronx,10467,BRONX,40.820403,-73.898912,202,17,87,2005348,2026960085,Longwood,"(40.820403, -73.898912)",11/09/2021
P.S. 165 - MANHATTAN,M,3,LSP GYMNASIUM FLOOR,"104,377",CIP,M165,234 WEST 109 STREET,Manhattan,10467,MANHATTAN,40.802917,-73.965613,107,7,195,1056676,1018800013,Morningside Heights,"(40.802917, -73.965613)",11/09/2021
P.S. 199 - QUEENS,Q,24,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"5,707,000",CIP,Q199,39-20 48 AVENUE,Queens,10467,QUEENS,40.740088,-73.926214,402,26,189,4002915,4002060003,Hunters Point-Sunnyside-West Maspeth,"(40.740088, -73.926214)",11/09/2021
BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,K,23,LSP- REPLACEMENT OF CONDENSATION TANK,"82,000",CIP,K055,2021 BERGEN STREET,Brooklyn,10467,BROOKLYN,40.674103,-73.913273,316,41,"36,501",3038939,3014480001,Ocean Hill,"(40.674103, -73.913273)",11/09/2021
P.S. 193 - BROOKLYN,K,22,RPZ BACKFLOW PREVENTION DEVICES,"473,888",CIP,K193,2515 AVENUE L,Brooklyn,10467,BROOKLYN,40.621507,-73.950473,314,45,754,3208461,3076250001,Midwood,"(40.621507, -73.950473)",11/09/2021
P.S. 9 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE,"4,510",CIP,X009,230 EAST 183 STREET,Bronx,10467,BRONX,40.857067,-73.898936,205,15,"38,301",2013561,2031500010,Fordham South,"(40.857067, -73.898936)",11/09/2021
X186 SPED - BRONX,X,12,FLOOD ELIMINATION / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"8,333,000",CIP,X136,750 JENNINGS STREET,Bronx,10467,BRONX,40.83182,-73.898075,203,16,151,2010344,2029690001,Morrisania-Melrose,"(40.83182, -73.898075)",11/09/2021
YOUNG W. LEADERSHIP SCL ASTORIA- Q,Q,30,CHAPEL ROOM CONVERSION,"2,850,000",CIP,Q739,23-15 NEWTOWN AVENUE,Queens,10467,QUEENS,40.771215,-73.924591,401,22,69,4440035,4005420008,Old Astoria,"(40.771215, -73.924591)",11/09/2021
P.S. 241 - BROOKLYN,K,17,FY18 RESO A SCIENCE LAB UPGRADES,"534,000",CIP,K241,976 PRESIDENT STREET,Brooklyn,10467,BROOKLYN,40.669339,-73.960675,309,35,213,3378160,3011880001,Crown Heights South,"(40.669339, -73.960675)",11/09/2021
P.S. 21 - QUEENS,Q,25,CEILING REPAIR,"339,724",CIP,Q021,147-36 26TH AVENUE,Queens,10467,QUEENS,40.774512,-73.819284,407,19,"1,047",4108665,4048030001,Murray Hill,"(40.774512, -73.819284)",11/09/2021
P.S. 213 - BROOKLYN,K,19,"LSP VACUUM PUMP SETS, CHEMICAL FEEDER","94,500",CIP,K213,580 HEGEMAN AVENUE,Brooklyn,10467,BROOKLYN,40.66051,-73.890288,305,42,"1,104",3097334,3043240001,East New York,"(40.66051, -73.890288)",11/09/2021
P.S. 246 - BRONX,X,10,ELEVATOR REPLACEMENT / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / RETAINING WALL / ROOFS,"11,448,000",CIP,X843,2641 GRAND CONCOURSE,Bronx,10467,BRONX,40.865593,-73.894758,207,14,401,2013830,2031680027,Bedford Park-Fordham North,"(40.865593, -73.894758)",11/09/2021
P.S. 102 - BROOKLYN,K,20,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"445,000",CIP,K102,211 72 STREET,Brooklyn,10467,BROOKLYN,40.63402,-74.029036,310,43,68,3146491,3058900001,Bay Ridge,"(40.63402, -74.029036)",11/09/2021
P.S. 277 - BRONX,X,7,ELECTRICAL WORK FOR A/C INITIATIVE,"8,124.94",CIP,X027,519 ST ANNS AVENUE,Bronx,10467,BRONX,40.813517,-73.913402,201,8,43,2000114,2022740023,Mott Haven-Port Morris,"(40.813517, -73.913402)",11/09/2021
P.S. 307 - BROOKLYN,K,13,NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE,"889,000",CIP,K307,209 YORK STREET,Brooklyn,10467,BROOKLYN,40.701343,-73.982314,302,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.701343, -73.982314)",11/09/2021
P.S. 189 - BROOKLYN,K,17,STANDALONE GYM ANNEX,"7,664,400",CIP,K707,1100 EAST NEW YORK AVENUE,Brooklyn,10467,BROOKLYN,40.665565,-73.926246,317,41,892,3099537,3045990001,Brownsville,"(40.665565, -73.926246)",11/09/2021
HOSTOS-LINCOLN ACADEMY OF SCIENCE,X,7,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"45,500",CIP,X162,600 ST ANNS AVENUE,Bronx,10467,BRONX,40.815498,-73.91224,201,17,73,2004314,2026160001,Melrose South-Mott Haven North,"(40.815498, -73.91224)",11/09/2021
P.S. 36 - QUEENS,Q,29,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"429,000",CIP,Q036,187-01 FOCH BOULEVARD,Queens,10467,QUEENS,40.690828,-73.763907,412,27,366,4268900,4124390032,St. Albans,"(40.690828, -73.763907)",11/09/2021
I.S. 51 - BROOKLYN,K,15,EXTERIOR MASONRY / PARAPET / ROOFS,"8,493,000",CIP,K051,350 5 AVENUE,Brooklyn,10467,BROOKLYN,40.672015,-73.983947,306,39,135,3021057,3009810111,Park Slope-Gowanus,"(40.672015, -73.983947)",11/09/2021
P.S. 94 - BRONX,X,10,COVID VENTILATION,"580,728",CIP,X094,3530 KINGS COLLEGE PLACE,Bronx,10467,BRONX,40.880522,-73.87572,207,11,431,2018628,2033560042,Norwood,"(40.880522, -73.87572)",11/09/2021
THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,M,3,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,"434,500",CIP,M470,145 WEST 84 STREET,Manhattan,10467,MANHATTAN,40.785803,-73.974614,107,6,169,1032128,1012150001,Upper West Side,"(40.785803, -73.974614)",11/09/2021
P.S. 159 - BROOKLYN,K,19,STANDALONE GYM ANNEX / TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"8,217,000",CIP,K368,2781 PITKIN AVENUE,Brooklyn,10467,BROOKLYN,40.675766,-73.869469,305,42,"1,200",3094735,3042160001,East New York,"(40.675766, -73.869469)",11/09/2021
P.S. 188 - MANHATTAN,M,1,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"67,450",CIP,M188,442 EAST HOUSTON STREET,Manhattan,10467,MANHATTAN,40.719598,-73.977904,103,2,20,1004349,1003560100,Lower East Side,"(40.719598, -73.977904)",11/09/2021
P.S. 76 - QUEENS,Q,30,RPZ BACKFLOW PREVENTION DEVICES,"375,000",CIP,Q076,36-36 10 STREET,Queens,10467,QUEENS,40.760852,-73.941143,401,26,39,4004331,4003540001,Queensbridge-Ravenswood-Long Island City,"(40.760852, -73.941143)",11/09/2021
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,K,14,PLAY YARD,"579,000",CIP,K033,70 TOMPKINS AVENUE,Brooklyn,10467,BROOKLYN,40.697152,-73.946641,303,36,257,3048517,3017430018,Bedford,"(40.697152, -73.946641)",11/09/2021
P.S. 92 - QUEENS,Q,30,RPZ BACKFLOW PREVENTION DEVICES,"187,000",CIP,Q292,99-01 34TH AVENUE,Queens,10467,QUEENS,40.755418,-73.869017,403,21,377,4042496,4017140018,North Corona,"(40.755418, -73.869017)",11/09/2021
P.S. @ 4302 4TH AVENUE - BROOKLYN,K,15,New,"47,695,598",CAP,K557,4302 4TH AVENUE,Brooklyn,11232,BROOKLYN,40.650305,-74.008602,307,38,82,3337162,3007280036,Sunset Park West,"(40.650305, -74.008602)",11/09/2021
BROOKLYN TECH HS - K,K,13,FY14 RESO A ATHLETIC FIELDS,"7,617,000",CIP,K431,490 CLERMONT AVENUE,Brooklyn,10467,BROOKLYN,40.682986,-73.968852,302,35,179,,,Fort Greene,"(40.682986, -73.968852)",11/09/2021
P.S. 344 - BRONX,X,10,FY19 RESO A PLAYGROUND,"298,000",CIP,X095,3961 HILLMAN AVENUE,Bronx,10467,BRONX,40.882898,-73.891256,208,11,281,2015472,2032520182,Van Cortlandt Village,"(40.882898, -73.891256)",11/09/2021
P.S. 72 - MANHATTAN,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,"3,881.67",CIP,M072,131 EAST 104 STREET,Manhattan,10467,MANHATTAN,40.791179,-73.947776,111,8,166,1081340,1016320011,East Harlem South,"(40.791179, -73.947776)",11/09/2021
P.S. 155 - QUEENS,Q,27,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,"9,498,000",CIP,Q155,130-02 115 AVENUE,Queens,10467,QUEENS,40.67956,-73.8106,410,28,176,4252357,4116730001,South Ozone Park,"(40.67956, -73.8106)",11/09/2021
DISTRICT 27 PRE-K CENTER @ 160-06 CROSS BAY BOULEVARD - QUEENS,Q,27,Demo,"325,600",CAP,Q486,160-06 CROSS BAY BOULEVARD,Queens,11414,QUEENS,40.657176,-73.839392,410,32,892,4293775,4140300006,Lindenwood-Howard Beach,"(40.657176, -73.839392)",11/09/2021
P.S. 20 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,"10,222,000",CIP,R098,161 PARK AVENUE,Staten Island,10467,STATEN IS,40.636598,-74.132919,501,49,207,5106979,5010200001,Port Richmond,"(40.636598, -74.132919)",11/09/2021
I.S. 53 - QUEENS,Q,27,C OF O / COURTYARD CONCRETE SPALLING / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,"17,300,000",CIP,Q053,10-45 NAMEOKE STREET,Queens,10467,QUEENS,40.603622,-73.749097,414,31,"103,202",4298234,4155570025,Far Rockaway-Bayswater,"(40.603622, -73.749097)",11/09/2021
P.S. 75 - BROOKLYN,K,32,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOF,"4,730,000",CIP,K075,95 GROVE STREET,Brooklyn,10467,BROOKLYN,40.693313,-73.920666,304,34,419,3075879,3033140001,Bushwick South,"(40.693313, -73.920666)",11/09/2021
Q000 - QUEENS,Q,27,COVID TESTING CENTER,"1,500,000",CIP,QT19,JFK AIRPORT TERMINAL 5,Queens,10467,QUEENS,40.648321,-73.788281,483,28,716,4542156,4142600001,Airport,"(40.648321, -73.788281)",11/09/2021
P.S. 19 - MANHATTAN,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,"120,284.01",CIP,M019,185 1ST AVENUE,Manhattan,10467,MANHATTAN,40.729636,-73.983818,103,2,40,1006478,1004530034,East Village,"(40.729636, -73.983818)",11/09/2021
BROOKLYN HS OF THE ARTS - BROOKLYN,K,15,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"6,277,000",CIP,K656,500 PACIFIC STREET,Brooklyn,10467,BROOKLYN,40.684504,-73.980678,302,33,39,3001189,3001920001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.684504, -73.980678)",11/09/2021
P.S. 282 - BROOKLYN,K,13,PLANYC BOILER / PLANYC CLIMATE CONTROL,"5,828,000",CIP,K282,180 6TH AVENUE,Brooklyn,10467,BROOKLYN,40.67634,-73.977367,306,39,131,3019597,3009500024,Park Slope-Gowanus,"(40.67634, -73.977367)",11/09/2021
THOMAS A. EDISON HS - Q,Q,28,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"429,000",CIP,Q620,165-65 84 AVENUE,Queens,10467,QUEENS,40.715389,-73.800369,408,24,452,4211027,4098670002,Briarwood-Jamaica Hills,"(40.715389, -73.800369)",11/09/2021
P.S. 116 - QUEENS,Q,29,LSP REPLACE WATER HEATER,"115,154",CIP,Q116,107-25 WREN PLACE,Queens,10467,QUEENS,40.700606,-73.782302,412,27,414,4218416,4102500001,South Jamaica,"(40.700606, -73.782302)",11/09/2021
WORLD CULTURES HS - X,X,12,CHARTER MATCH SUPPLEMENTAL COOLING,"448,905",CIP,X420,1300 BOYNTON AVENUE,Bronx,10467,BRONX,40.831601,-73.878912,209,18,56,2027459,2038640001,West Farms-Bronx River,"(40.831601, -73.878912)",11/09/2021
SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,"10,495.01",CIP,M646,321 EAST 96 STREET,Manhattan,10467,MANHATTAN,40.783638,-73.945626,111,8,"15,602",1083927,1016680001,East Harlem South,"(40.783638, -73.945626)",11/09/2021
M.S. 137 - QUEENS,Q,27,FY20 RESO A AUDITORIUM UPGRADE,"331,000",CIP,Q137,109-15 98TH STREET,Queens,10467,QUEENS,40.6781,-73.839948,410,32,86,4467457,4091720001,Ozone Park,"(40.6781, -73.839948)",11/09/2021
P.S. 32 - STATEN ISLAND,R,31,EXTERIOR MASONRY / PARAPETS / ROOFS,"7,500,000",CIP,R032,232 BARLOW AVENUE,Staten Island,10467,STATEN IS,40.558966,-74.155517,503,51,"14,608",5070651,5054440012,Great Kills,"(40.558966, -74.155517)",11/09/2021
P.S. 310 - BRONX,X,10,FLOOD ELIMINATION / ROOFS / WINDOWS,"7,634,000",CIP,X122,260 WEST KINGSBRIDGE ROAD,Bronx,10467,BRONX,40.872895,-73.905244,207,14,269,2096486,2032390041,Kingsbridge Heights,"(40.872895, -73.905244)",11/09/2021
P.S. 140 - MANHATTAN,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,"7,216",CIP,M140,123 RIDGE STREET,Manhattan,10467,MANHATTAN,40.71925,-73.983056,103,1,"2,201",1004091,1003440001,Lower East Side,"(40.71925, -73.983056)",11/09/2021
P.S. 267 - MANHATTAN,M,2,EXTERIOR MASONRY / ROOFS,"3,070,100",CIP,M267,213 EAST 63 STREET,Manhattan,10467,MANHATTAN,40.763842,-73.964222,108,4,110,1087680,1014180007,Lenox Hill-Roosevelt Island,"(40.763842, -73.964222)",11/09/2021
P.S. 222 - QUEENS,Q,30,UPE- INTERIOR CONVERSION/ENCLOSED ROOFTOP PLAYGROUND,"4,054,549",CIP,Q222,86-15 37TH AVENUE,Queens,10467,QUEENS,40.750172,-73.880363,403,25,279,4035854,4014600034,Jackson Heights,"(40.750172, -73.880363)",11/09/2021
J.H.S. 194 - QUEENS,Q,25,FY17 RESO A AUDITORIUM  UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM,"1,268,000",CIP,Q194,154-60 17 AVENUE,Queens,10467,QUEENS,40.78365,-73.807838,407,19,"1,029",4107342,4047290001,Whitestone,"(40.78365, -73.807838)",11/09/2021
HARRY S. TRUMAN HS - X,X,11,FY19 RESO A AUDITORIUM UPGRADE,"64,850",CIP,X455,750 BAYCHESTER AVENUE,Bronx,10467,BRONX,40.874091,-73.833904,210,12,"46,201",2116159,2051410150,Co-op City,"(40.874091, -73.833904)",11/09/2021
P.S. 91 - BROOKLYN,K,17,NYS AUDITORIUM UPGRADE,"486,300",CIP,K091,532 ALBANY AVENUE,Brooklyn,10467,BROOKLYN,40.661886,-73.93994,309,41,806,3106599,3047940026,Prospect Lefferts Gardens-Wingate,"(40.661886, -73.93994)",11/09/2021
P.S. 82 - QUEENS,Q,28,RPZ BACKFLOW PREVENTION DEVICES,"343,857.66",CIP,Q814,108-35 153RD STREET,Queens,10467,QUEENS,40.692518,-73.797603,412,28,254,4438757,4101420009,South Jamaica,"(40.692518, -73.797603)",11/09/2021
P.S. 87 - MANHATTAN,M,3,EXTERIOR DOORS / EXTERIOR MASONRY / PARAPETS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS / RPZ BACKFLOW PREVENTION DEVICES / WINDOWS,"23,719,000",CIP,M087,160 WEST 78 STREET,Manhattan,10467,MANHATTAN,40.781958,-73.977638,107,6,161,1030196,1011490007,Upper West Side,"(40.781958, -73.977638)",11/09/2021
P.S./I.S. 499 - QUEENS,Q,25,LSP DOMESTIC WATER HEATER REPLACEMENT,"100,000",CIP,Q499,148-20 REEVES AVENUE,Queens,10467,QUEENS,40.739246,-73.822057,408,24,809,4467571,4065070150,Kew Gardens Hills,"(40.739246, -73.822057)",11/09/2021
P.S. 170 - BROOKLYN,K,20,FY19 RESO A AUDITORIUM UPGRADE,"340,000",CIP,K170,619 72ND STREET,Brooklyn,10467,BROOKLYN,40.630031,-74.018878,310,43,134,3146921,3058990001,Bay Ridge,"(40.630031, -74.018878)",11/09/2021
I.S. 229 - BRONX,X,9,STH SBHC,"2,874,700",CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10467,BRONX,40.852536,-73.921467,205,16,53,2009253,2028820130,University Heights-Morris Heights,"(40.852536, -73.921467)",11/09/2021
I.S. 291 - BROOKLYN,K,32,FY19 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,"395,000",CIP,K291,231 PALMETTO STREET,Brooklyn,10467,BROOKLYN,40.695362,-73.915142,304,37,433,3076460,3033430001,Bushwick North,"(40.695362, -73.915142)",11/09/2021
P.S. 81 - BRONX,X,10,FY20 RESO A IPDVS CAMERA INSTALLATION,"700,500",CIP,X081,5550 RIVERDALE AVENUE,Bronx,10467,BRONX,40.903553,-73.905229,208,11,337,2084806,2058501550,North Riverdale-Fieldston-Riverdale,"(40.903553, -73.905229)",11/09/2021
I.S. 7 - STATEN ISLAND,R,31,FY19 RESO A GYMNASIUM UPGRADE / FY19 RESO A PATH OF TRAVEL GYMNASIUM UPGRADE,"636,210",CIP,R007,1270 HUGUENOT AVENUE,Staten Island,10467,STATEN IS,40.523757,-74.185941,503,51,198,5082345,5065440001,Annadale-Huguenot-Prince's Bay-Eltingville,"(40.523757, -74.185941)",11/09/2021
I.S. 62 - BROOKLYN,K,20,ELECTRICAL WORK FOR A/C INITIATIVE,"93,200",CIP,K062,700 CORTELYOU ROAD,Brooklyn,10467,BROOKLYN,40.638686,-73.971651,312,40,490,3126842,3053910001,Kensington-Ocean Parkway,"(40.638686, -73.971651)",11/09/2021
P.S. 122 - QUEENS,Q,30,FY16 RESO A SOLAR PANELS,"989,000",CIP,Q122,21-21 DITMARS BOULEVARD,Queens,10467,QUEENS,40.780347,-73.916655,401,22,103,4019633,4008800001,Steinway,"(40.780347, -73.916655)",11/09/2021
P.S. 55 - BRONX,X,9,MASONRY / PARAPETS / ROOFS / WINDOWS,"15,821,492",CIP,X055,450 ST PAULS PLACE,Bronx,10467,BRONX,40.836404,-73.905014,203,16,"14,702",2009463,2029020001,Claremont-Bathgate,"(40.836404, -73.905014)",11/09/2021
THE QUEENS SCHOOL OF INQUIRY-Q,Q,25,EXTERIOR MASONRY / PARAPETS / ROOFS,"2,449,000",CIP,Q168,158-40 76 ROAD,Queens,10467,QUEENS,40.724458,-73.810216,408,24,"1,257",4147847,4068260001,Kew Gardens Hills,"(40.724458, -73.810216)",11/09/2021
P.S. 11 - BROOKLYN,K,13,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,"7,433,000",CIP,K011,419 WAVERLY AVENUE,Brooklyn,10467,BROOKLYN,40.685491,-73.966291,302,35,199,3332865,3019620010,Clinton Hill,"(40.685491, -73.966291)",11/09/2021
IT TAKES A VILLAGE ACADEMY - K,K,18,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"1,338,000",CIP,K415,5800 TILDEN AVENUE,Brooklyn,10467,BROOKLYN,40.648657,-73.922171,317,45,936,3104598,3047420001,Rugby-Remsen Village,"(40.648657, -73.922171)",11/09/2021
PROGRESS HS - K,K,14,LL 26-EXIT SIGNS,"240,439.59",CIP,K450,850 GRAND STREET,Brooklyn,10467,BROOKLYN,40.712184,-73.939722,301,34,485,3325733,3030160001,Bushwick South,"(40.712184, -73.939722)",11/09/2021
P.S. 22 - STATEN ISLAND,R,31,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,"9,941,961.29",CIP,R022,1860 FOREST AVENUE,Staten Island,10467,STATEN IS,40.625369,-74.15097,501,49,"30,302",5107239,5017060001,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"(40.625369, -74.15097)",11/09/2021
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"139,884.83",CIP,X145,1000 TELLER AVENUE,Bronx,10467,BRONX,40.827941,-73.914374,204,16,173,2097111,2024240001,East Concourse-Concourse Village,"(40.827941, -73.914374)",11/09/2021
P.S. 80 - STATEN ISLAND,R,31,GAS SERVICE,"220,108",CIP,R880,715 OCEAN TERRACE,Staten Island,10467,STATEN IS,40.608512,-74.102067,502,50,177,5113169,5006830001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.608512, -74.102067)",11/09/2021
P.S. 192 - BROOKLYN,K,20,LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER,"85,655",CIP,K192,4715 18 AVENUE,Brooklyn,10467,BROOKLYN,40.629303,-73.979995,312,44,476,3128909,3054450001,Borough Park,"(40.629303, -73.979995)",11/09/2021
THE FRESH CREEK SCHOOL - BROOKLYN,K,19,DEFECTIVE MASONRY / PARAPETS / ROOFS,"4,993,000",CIP,K260,875 WILLIAMS AVENUE,Brooklyn,10467,BROOKLYN,40.654031,-73.894854,318,42,982,3229155,3081580035,Canarsie,"(40.654031, -73.894854)",11/09/2021
P.S. 93 - BROOKLYN,K,13,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,"5,843,000",CIP,K093,31 NEW YORK AVENUE,Brooklyn,10467,BROOKLYN,40.679097,-73.94684,303,36,247,3053993,3018680007,Crown Heights North,"(40.679097, -73.94684)",11/09/2021
P.S. 116 - MANHATTAN,M,2,FY20 RESO A IPDVS CAMERA INSTALLATION,"204,000",CIP,M116,210 EAST 33 STREET,Manhattan,10467,MANHATTAN,40.744838,-73.978116,106,2,70,1020080,1009130007,Murray Hill-Kips Bay,"(40.744838, -73.978116)",11/09/2021
I.S. 93 - QUEENS,Q,24,ACCESSIBILITY / EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,"19,726,000",CIP,Q093,66-56 FOREST AVENUE,Queens,10467,QUEENS,40.706041,-73.902584,405,30,589,4083511,4034900001,Ridgewood,"(40.706041, -73.902584)",11/09/2021
LONGWOOD PREPARATORY ACADEMY,X,8,FLOOD ELIMINATION,"1,579,599",CIP,X039,965 LONGWOOD AVENUE,Bronx,10467,BRONX,40.817512,-73.898212,202,17,87,2005616,2027100001,Longwood,"(40.817512, -73.898212)",11/09/2021
P.S. 169 - QUEENS,Q,25,FIRE ALARM SYSTEM / WORK IN SUPPORT OF ADDITION,"5,418,106.85",CIP,Q169,18-25 212 STREET,Queens,10467,QUEENS,40.782298,-73.779099,407,19,"99,704",4131147,4058650050,Ft. Totten-Bay Terrace-Clearview,"(40.782298, -73.779099)",11/09/2021
P.S. 158 - BROOKLYN,K,19,STRUCTURAL DEFECTS,"497,001",CIP,K158,400 ASHFORD STREET,Brooklyn,10467,BROOKLYN,40.672579,-73.884803,305,37,"1,150",3089176,3040150001,East New York,"(40.672579, -73.884803)",11/09/2021
Q009 SPED - QUEENS,Q,24,FY16 RESO A SUPPLEMENTAL COOLING / FY18 RESO A AUDITORIUM  UPGRADE,"672,800",CIP,Q009,58-74 57 STREET,Queens,10467,QUEENS,40.718935,-73.912208,405,30,535,4059130,4026310106,Maspeth,"(40.718935, -73.912208)",11/09/2021
P.S. 103 - BRONX,X,11,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPET,"6,332,000",CIP,X103,4125 CARPENTER AVENUE,Bronx,10301,X,,,,,,,,,,01/06/2022
I.S. 529 - BRONX,X,11,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"115,999",CIP,X142,3750 BAYCHESTER AVENUE,Bronx,10467,BRONX,40.884953,-73.840524,212,12,484,2066190,2049350001,Eastchester-Edenwald-Baychester,"(40.884953, -73.840524)",11/09/2021
DOE ADMINISTRATIVE OFFICE - BRONX,X,7,EXTERIOR MASONRY,"1,232,000",CIP,X807,501 COURTLANDT AVENUE,Bronx,10467,BRONX,40.815396,-73.920083,201,8,65,2000876,2023290075,Melrose South-Mott Haven North,"(40.815396, -73.920083)",11/09/2021
P.S. 41 - STATEN ISLAND,R,31,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"749,000",CIP,R041,216 CLAWSON STREET,Staten Island,10467,STATEN IS,40.574044,-74.109282,502,50,122,5052791,5036450007,New Dorp-Midland Beach,"(40.574044, -74.109282)",11/09/2021
SAMARA COMMUNITY SCHOOL,X,12,PLAYGROUND ASPHALTIC CONCRETE,"698,400",CIP,X050,1550 VYSE AVENUE,Bronx,10467,BRONX,40.834157,-73.887512,203,17,157,2010786,2029960010,Crotona Park East,"(40.834157, -73.887512)",11/09/2021
P.S. 132 - BROOKLYN,K,14,STANDALONE GYM ANNEX,"7,835,000",CIP,K745,320 MANHATTAN AVENUE,Brooklyn,10467,BROOKLYN,40.71466,-73.946108,301,34,497,3068728,3027590001,East Williamsburg,"(40.71466, -73.946108)",11/09/2021
P.S. 157 - BRONX,X,7,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"339,995",CIP,X157,757 CAULDWELL AVENUE,Bronx,10467,BRONX,40.819258,-73.908553,201,17,75,2004464,2026250001,Melrose South-Mott Haven North,"(40.819258, -73.908553)",11/09/2021
P.S. 88 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,"435,000",CIP,Q088,60-85 CATALPA AVENUE,Queens,10467,QUEENS,40.703779,-73.896374,405,30,585,4085173,4035340012,Ridgewood,"(40.703779, -73.896374)",11/09/2021
P.S. 503 - BROOKLYN,K,20,LSP FY16 RESO A EXTERIOR PLAYGROUND LIGHTING,"149,727.77",CIP,K314,330 59 STREET,Brooklyn,10467,BROOKLYN,40.642121,-74.018997,307,38,74,3016258,3008620012,Sunset Park West,"(40.642121, -74.018997)",11/09/2021
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"5,580,000",CIP,Q811,61-25 MARATHON PARKWAY,Queens,10467,QUEENS,40.756778,-73.729487,411,23,"152,902",4173060,4083610001,Douglas Manor-Douglaston-Little Neck,"(40.756778, -73.729487)",11/09/2021
I.S. 5 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,"248,000",CIP,Q005,50-40 JACOBUS STREET,Queens,10467,QUEENS,40.737718,-73.887429,404,25,489,4454423,4024500017,Elmhurst-Maspeth,"(40.737718, -73.887429)",11/09/2021
